account.length,area.code,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.eve.minutes,total.eve.calls,total.night.minutes,total.night.calls,total.intl.minutes,total.intl.calls,number.customer.service.calls,Status,avg.minute.day,avg.minute.eve,avg.minute.night,avg.minute.intl
106,408,no,no,0,193.6,66,238.2,82,176.4,107,12.9,3,0,False,2.93333333333333,2.90487804878049,1.64859813084112,4.3
141,415,no,no,0,192.4,111,156.9,87,175.8,82,11,6,0,False,1.73333333333333,1.80344827586207,2.14390243902439,1.83333333333333
98,408,no,no,0,236.2,122,189.4,110,153.6,104,13.3,4,0,False,1.93606557377049,1.72181818181818,1.47692307692308,3.325
94,510,no,yes,28,233.2,88,113.3,102,118,71,16.1,4,0,False,2.65,1.11078431372549,1.66197183098592,4.025
65,510,no,no,0,158.8,53,188.5,132,189.3,87,9.8,4,2,False,2.99622641509434,1.4280303030303,2.17586206896552,2.45
85,415,no,no,0,126.1,112,274.7,126,184.4,95,9.8,4,1,False,1.12589285714286,2.18015873015873,1.94105263157895,2.45
71,510,no,no,0,290.4,108,253.9,92,263.3,126,10.1,5,3,True,2.68888888888889,2.75978260869565,2.08968253968254,2.02
112,408,no,yes,30,60.6,113,165.9,96,132.8,99,13.3,7,0,False,0.536283185840708,1.728125,1.34141414141414,1.9
110,415,no,no,0,148.4,95,193.8,98,206,106,6.9,6,0,False,1.56210526315789,1.97755102040816,1.94339622641509,1.15
111,415,no,no,0,246.5,108,216.3,89,179.6,99,12.7,3,2,False,2.28240740740741,2.43033707865169,1.81414141414141,4.23333333333333
74,408,no,no,0,298.1,112,201.3,100,214.7,88,9.7,4,2,True,2.66160714285714,2.013,2.43977272727273,2.425
40,408,no,no,0,242.5,82,232.9,97,154,86,9.6,7,0,False,2.95731707317073,2.40103092783505,1.7906976744186,1.37142857142857
128,408,yes,yes,18,222.1,89,160.6,109,218.8,102,13.6,2,0,True,2.49550561797753,1.47339449541284,2.14509803921569,6.8
123,408,no,no,0,236.2,135,273.9,88,227,77,10.1,6,2,True,1.74962962962963,3.1125,2.94805194805195,1.68333333333333
122,510,no,no,0,144.2,87,212.2,74,169.3,87,9.5,4,0,False,1.65747126436782,2.86756756756757,1.94597701149425,2.375
114,408,no,yes,19,154.6,100,241.6,109,160,112,12.6,1,3,False,1.546,2.21651376146789,1.42857142857143,12.6
102,415,no,yes,25,137.4,100,176.7,83,188.2,93,10.2,6,2,False,1.374,2.1289156626506,2.02365591397849,1.7
126,415,no,no,0,103.7,93,127,107,329.3,66,14.4,1,0,False,1.11505376344086,1.18691588785047,4.98939393939394,14.4
150,415,no,no,0,136.6,112,209.4,81,161.1,78,12.2,2,4,True,1.21964285714286,2.58518518518519,2.06538461538462,6.1
29,510,no,no,0,195.6,71,126.4,74,148.6,87,14.2,4,1,False,2.75492957746479,1.70810810810811,1.70804597701149,3.55
37,510,yes,no,0,172.9,119,183,86,226.4,100,9.8,1,0,True,1.45294117647059,2.12790697674419,2.264,9.8
111,408,no,no,0,249.8,109,242.4,106,231.8,78,11.6,4,0,True,2.29174311926606,2.28679245283019,2.97179487179487,2.9
46,510,no,no,0,90.4,108,276.2,77,146.5,111,12.7,2,1,False,0.837037037037037,3.58701298701299,1.31981981981982,6.35
69,510,no,yes,27,268.8,78,246.6,89,271.9,102,16.4,3,0,False,3.44615384615385,2.77078651685393,2.6656862745098,5.46666666666667
125,408,no,no,0,106.1,95,157.6,113,192.5,69,8.1,3,1,False,1.11684210526316,1.39469026548673,2.78985507246377,2.7
43,415,no,no,0,27,117,160.9,97,279.5,96,10.7,3,3,False,0.230769230769231,1.65876288659794,2.91145833333333,3.56666666666667
127,415,no,yes,27,140.1,59,223.4,111,257.9,73,3.8,10,1,False,2.37457627118644,2.01261261261261,3.53287671232877,0.38
94,510,no,no,0,245,112,180.4,91,262.9,105,9.7,6,1,False,2.1875,1.98241758241758,2.50380952380952,1.61666666666667
146,408,no,yes,23,149.6,96,239.8,124,293.5,135,7.4,4,2,False,1.55833333333333,1.93387096774194,2.17407407407407,1.85
93,415,no,no,0,239.8,70,251.8,99,168.6,112,10.9,10,1,False,3.42571428571429,2.54343434343434,1.50535714285714,1.09
52,408,no,yes,31,142.1,77,193,97,253.4,88,11,4,1,False,1.84545454545455,1.98969072164948,2.87954545454545,2.75
202,510,no,no,0,115.4,137,178.7,70,185.7,113,6,3,3,False,0.842335766423358,2.55285714285714,1.64336283185841,2
129,510,no,yes,31,193,99,224.8,87,197.6,91,10.3,8,2,False,1.94949494949495,2.58390804597701,2.17142857142857,1.2875
94,415,no,no,0,206.1,49,224.6,115,256.7,74,13,1,1,False,4.20612244897959,1.95304347826087,3.46891891891892,13
43,415,no,no,0,199.9,108,288.4,80,180.6,103,11.3,7,1,False,1.85092592592593,3.605,1.75339805825243,1.61428571428571
92,510,yes,no,0,252.3,120,207,112,284.6,95,12,5,3,True,2.1025,1.84821428571429,2.99578947368421,2.4
48,415,no,no,0,197.7,64,136.7,126,244.4,81,13.2,5,4,False,3.0890625,1.08492063492063,3.01728395061728,2.64
98,510,no,yes,29,111.1,105,217.9,101,248.1,108,6.6,3,2,False,1.05809523809524,2.15742574257426,2.29722222222222,2.2
105,415,no,no,0,193.7,108,183.2,124,293.7,72,10.8,5,1,False,1.79351851851852,1.47741935483871,4.07916666666667,2.16
89,408,yes,no,0,206.9,134,167.7,105,155.7,86,10.9,4,0,False,1.54402985074627,1.59714285714286,1.81046511627907,2.725
126,415,no,no,0,249.8,96,261.9,92,166.8,108,12.7,4,3,True,2.60208333333333,2.84673913043478,1.54444444444444,3.175
96,408,no,no,0,144,102,224.7,73,227.7,91,10,7,1,False,1.41176470588235,3.07808219178082,2.5021978021978,1.42857142857143
212,415,no,no,0,226,127,304.6,83,181.2,132,12.6,4,2,True,1.77952755905512,3.66987951807229,1.37272727272727,3.15
155,415,yes,yes,26,211.7,121,139.2,123,146.7,89,11.1,3,1,False,1.7495867768595,1.13170731707317,1.64831460674157,3.7
89,415,no,no,0,89.7,80,179.8,81,145.7,120,9.5,4,2,False,1.12125,2.21975308641975,1.21416666666667,2.375
75,415,no,no,0,224.7,116,192,79,212.2,98,11.3,11,3,False,1.93706896551724,2.43037974683544,2.16530612244898,1.02727272727273
143,510,no,no,0,194.3,99,123.6,133,229.5,99,10.2,2,2,False,1.96262626262626,0.929323308270677,2.31818181818182,5.1
166,510,yes,no,0,47.7,89,264.4,95,235.2,97,13.2,3,0,True,0.535955056179775,2.78315789473684,2.42474226804124,4.4
132,415,no,no,0,190.1,105,182.2,116,279.8,105,13,2,1,False,1.81047619047619,1.57068965517241,2.6647619047619,6.5
94,408,yes,no,0,89.5,94,339.9,106,172.9,76,7.9,1,1,True,0.952127659574468,3.20660377358491,2.275,7.9
99,415,no,no,0,182.6,83,154.5,111,196,57,12.1,5,0,False,2.2,1.39189189189189,3.43859649122807,2.42
115,510,yes,no,0,251.3,69,252.5,96,118.3,112,9.9,1,3,True,3.64202898550725,2.63020833333333,1.05625,9.9
160,415,no,no,0,171.2,103,243.5,121,178.2,92,13,3,2,False,1.6621359223301,2.01239669421488,1.93695652173913,4.33333333333333
120,510,no,no,0,134.8,94,204.1,106,238.4,109,6.7,8,1,False,1.43404255319149,1.92547169811321,2.18715596330275,0.8375
173,415,no,no,0,191.4,114,168.5,138,109.3,99,10.3,3,1,False,1.67894736842105,1.22101449275362,1.1040404040404,3.43333333333333
156,415,no,no,0,174.5,65,197.4,116,238.5,86,10.6,2,0,False,2.68461538461538,1.70172413793103,2.77325581395349,5.3
70,415,no,no,0,177.4,125,226.2,104,254.1,72,10.9,4,0,False,1.4192,2.175,3.52916666666667,2.725
41,510,no,no,0,182.1,89,211.5,104,207.4,124,6.8,1,1,False,2.04606741573034,2.03365384615385,1.67258064516129,6.8
47,510,yes,no,0,47.8,120,178.9,123,152.6,96,13.3,7,0,True,0.398333333333333,1.45447154471545,1.58958333333333,1.9
160,510,no,no,0,121.8,97,89.3,97,150.7,92,10.3,5,1,False,1.25567010309278,0.920618556701031,1.63804347826087,2.06
180,415,no,no,0,143.5,121,189.3,111,174.9,82,8.8,5,3,False,1.18595041322314,1.70540540540541,2.13292682926829,1.76
109,415,no,no,0,193.6,58,148.7,115,282.5,105,13.1,1,2,False,3.33793103448276,1.29304347826087,2.69047619047619,13.1
54,415,no,yes,24,92.3,88,193.1,98,99.3,119,11.6,3,2,False,1.04886363636364,1.97040816326531,0.834453781512605,3.86666666666667
170,510,no,yes,37,178.1,130,242.8,103,243,93,13,4,0,False,1.37,2.35728155339806,2.61290322580645,3.25
138,510,no,no,0,146.5,101,284.5,142,176,98,14,6,3,False,1.45049504950495,2.00352112676056,1.79591836734694,2.33333333333333
126,415,no,no,0,190.9,143,149.7,72,191.4,87,13,3,1,False,1.33496503496504,2.07916666666667,2.2,4.33333333333333
41,415,no,no,0,232.1,74,327.1,88,226.5,119,10.9,2,3,True,3.13648648648649,3.71704545454545,1.90336134453782,5.45
167,415,no,no,0,169.2,124,173.3,108,216.5,64,12.4,4,4,True,1.36451612903226,1.60462962962963,3.3828125,3.1
91,510,no,no,0,123.8,107,319,125,237.6,78,7.3,4,2,False,1.15700934579439,2.552,3.04615384615385,1.825
88,408,no,yes,27,93.4,106,252,92,189,104,10.9,1,1,False,0.881132075471698,2.73913043478261,1.81730769230769,10.9
113,415,no,no,0,90.6,130,170.6,100,137.4,74,5.4,9,1,False,0.696923076923077,1.706,1.85675675675676,0.6
123,408,no,no,0,257.9,92,211.6,71,189.3,104,9.4,2,2,False,2.80326086956522,2.98028169014085,1.82019230769231,4.7
136,408,yes,yes,29,85.2,98,230.4,85,243.6,104,9,3,2,False,0.869387755102041,2.71058823529412,2.34230769230769,3
68,415,no,yes,34,160,72,184.5,119,208.3,101,6.1,10,1,False,2.22222222222222,1.55042016806723,2.06237623762376,0.61
133,415,no,no,0,216.2,67,222.2,133,192,95,3.1,1,2,False,3.22686567164179,1.67067669172932,2.02105263157895,3.1
127,415,no,no,0,261.7,105,181.8,107,100.9,131,3.3,5,0,False,2.49238095238095,1.69906542056075,0.770229007633588,0.66
121,510,no,no,0,177.2,142,123.5,88,213.2,51,8.4,6,1,False,1.24788732394366,1.40340909090909,4.18039215686274,1.4
116,510,no,no,0,89.5,128,180.8,137,193.1,94,14,3,2,False,0.69921875,1.31970802919708,2.05425531914894,4.66666666666667
97,510,yes,no,0,145,103,294.3,93,239.8,120,11,2,4,True,1.40776699029126,3.16451612903226,1.99833333333333,5.5
43,510,no,no,0,159.5,99,119.7,149,173.9,126,6.8,3,2,False,1.61111111111111,0.803355704697987,1.38015873015873,2.26666666666667
110,415,no,no,0,151.8,106,138,126,233.5,112,11.2,8,3,False,1.43207547169811,1.0952380952381,2.08482142857143,1.4
166,408,no,no,0,152.1,95,121,105,198,126,9.8,5,0,False,1.60105263157895,1.15238095238095,1.57142857142857,1.96
129,408,no,no,0,161.3,122,220.6,95,224.7,104,9.6,3,1,False,1.32213114754098,2.32210526315789,2.16057692307692,3.2
103,510,yes,no,0,171.7,78,144.5,86,157.9,106,6.8,3,3,False,2.20128205128205,1.68023255813953,1.48962264150943,2.26666666666667
71,415,no,no,0,278.9,110,190.2,67,255.2,84,11.7,7,0,True,2.53545454545455,2.83880597014925,3.03809523809524,1.67142857142857
112,415,no,yes,27,213,121,226.2,101,189.8,99,11.1,3,4,False,1.7603305785124,2.23960396039604,1.91717171717172,3.7
8,415,no,yes,36,242.9,67,170.9,59,177.3,130,4.8,12,1,False,3.62537313432836,2.89661016949153,1.36384615384615,0.4
98,415,no,no,0,217.2,121,303.4,73,197.1,71,12.4,2,0,True,1.79504132231405,4.15616438356164,2.77605633802817,6.2
90,415,no,no,0,175.9,111,285.2,115,150.8,122,13,7,1,False,1.58468468468468,2.48,1.23606557377049,1.85714285714286
13,415,no,no,0,303.2,133,170.5,86,227.6,80,11.5,3,0,True,2.2796992481203,1.98255813953488,2.845,3.83333333333333
137,415,no,yes,22,189.6,42,179,137,179.6,126,11.4,5,2,False,4.51428571428571,1.30656934306569,1.42539682539683,2.28
94,415,no,yes,28,92.7,107,127.8,86,225.6,86,9.9,4,3,False,0.866355140186916,1.48604651162791,2.62325581395349,2.475
87,415,no,no,0,177.2,72,248.9,105,200.8,87,8.6,7,3,False,2.46111111111111,2.37047619047619,2.30804597701149,1.22857142857143
120,415,no,no,0,184.5,103,209,86,169.7,70,10.2,6,2,False,1.79126213592233,2.43023255813953,2.42428571428571,1.7
68,510,no,no,0,143.6,80,134.3,65,215.6,84,15.5,5,2,False,1.795,2.06615384615385,2.56666666666667,3.1
93,408,no,no,0,179.3,93,188.8,65,253.2,88,12.1,5,1,False,1.92795698924731,2.90461538461538,2.87727272727273,2.42
120,415,no,no,0,137.3,100,212.2,129,152.7,92,10.5,2,1,False,1.373,1.64496124031008,1.65978260869565,5.25
41,408,no,no,0,237.8,92,223.5,155,217.4,90,10.2,6,2,False,2.58478260869565,1.44193548387097,2.41555555555556,1.7
80,510,no,no,0,203.7,92,216.4,97,154.2,66,7.6,5,2,False,2.21413043478261,2.23092783505155,2.33636363636364,1.52
83,415,no,yes,25,191.3,95,250.7,136,249.4,86,17.6,5,2,False,2.01368421052632,1.84338235294118,2.9,3.52
109,510,yes,no,0,209.1,141,205,93,119.4,111,7.8,3,2,False,1.48297872340426,2.20430107526882,1.07567567567568,2.6
66,510,no,yes,33,88.8,104,109.6,94,172.7,107,7.1,9,3,False,0.853846153846154,1.16595744680851,1.61401869158878,0.788888888888889
89,510,no,no,0,137.9,96,192.6,63,255.7,125,11,5,1,False,1.43645833333333,3.05714285714286,2.0456,2.2
127,510,no,no,0,224.3,112,185.7,103,159.4,83,10,1,2,False,2.00267857142857,1.80291262135922,1.92048192771084,10
88,415,no,no,0,166.7,61,179.3,88,242.7,131,6.8,7,4,True,2.7327868852459,2.0375,1.85267175572519,0.971428571428571
61,408,no,no,0,267.1,104,180.4,131,230.6,106,17.3,4,1,True,2.56826923076923,1.37709923664122,2.17547169811321,4.325
22,415,no,no,0,181.8,108,198.6,148,206.6,96,9.3,3,2,False,1.68333333333333,1.34189189189189,2.15208333333333,3.1
56,415,no,yes,29,37.7,115,144.1,111,226.6,101,4.9,3,1,False,0.327826086956522,1.2981981981982,2.24356435643564,1.63333333333333
192,415,no,no,0,185,88,224.9,98,212.4,105,11.4,3,2,False,2.10227272727273,2.29489795918367,2.02285714285714,3.8
70,415,no,no,0,156.4,108,171,116,196.1,96,8.6,4,2,False,1.44814814814815,1.47413793103448,2.04270833333333,2.15
148,510,no,no,0,239.3,84,195.7,85,232.6,104,10.9,3,1,False,2.84880952380952,2.30235294117647,2.23653846153846,3.63333333333333
119,510,no,no,0,134.9,70,211.5,74,188.5,105,11.3,6,1,False,1.92714285714286,2.85810810810811,1.7952380952381,1.88333333333333
80,415,no,no,0,194.8,116,209.9,93,194.1,100,12.8,3,0,False,1.67931034482759,2.25698924731183,1.941,4.26666666666667
152,408,no,yes,20,239.1,105,209.1,111,268.2,130,13.3,3,5,False,2.27714285714286,1.88378378378378,2.06307692307692,4.43333333333333
80,415,no,no,0,197.6,83,164.5,86,94,98,6.4,6,1,False,2.38072289156626,1.91279069767442,0.959183673469388,1.06666666666667
148,408,no,no,0,17.6,121,161.7,125,203.1,82,10.6,6,1,False,0.145454545454545,1.2936,2.47682926829268,1.76666666666667
166,415,no,no,0,136.1,116,181.4,93,131.4,108,11.3,4,0,False,1.17327586206897,1.9505376344086,1.21666666666667,2.825
210,415,no,yes,31,313.8,87,147.7,103,192.7,97,10.1,7,3,False,3.60689655172414,1.43398058252427,1.98659793814433,1.44285714285714
100,408,no,no,0,210.9,85,329.3,69,127.1,78,9.4,5,4,False,2.48117647058824,4.77246376811594,1.62948717948718,1.88
32,510,no,yes,26,243.5,137,236.8,108,173.3,149,9,9,1,False,1.77737226277372,2.19259259259259,1.16308724832215,1
18,408,no,no,0,197,97,203.7,107,202,105,8.7,3,3,False,2.03092783505155,1.90373831775701,1.92380952380952,2.9
126,415,no,yes,31,278,88,253.2,65,223.2,114,8.7,4,0,False,3.15909090909091,3.89538461538462,1.95789473684211,2.175
144,510,no,yes,37,219.9,102,222.1,77,118.5,111,10,4,1,False,2.15588235294118,2.88441558441558,1.06756756756757,2.5
29,510,no,no,0,313.2,103,216.3,151,218.4,106,12.8,4,2,True,3.04077669902913,1.43245033112583,2.06037735849057,3.2
86,408,no,yes,16,145.7,88,191,129,215.5,82,11.3,7,0,False,1.65568181818182,1.48062015503876,2.6280487804878,1.61428571428571
146,415,no,no,0,195.9,86,228.6,82,303.5,94,12.2,4,3,False,2.27790697674419,2.78780487804878,3.22872340425532,3.05
175,415,no,no,0,132,95,231.2,74,313.4,108,8.7,10,1,False,1.38947368421053,3.12432432432432,2.90185185185185,0.87
48,415,no,no,0,171.9,98,159,127,139.5,101,7.6,3,2,False,1.75408163265306,1.25196850393701,1.38118811881188,2.53333333333333
74,510,no,yes,31,249.4,70,209.5,59,180.6,75,9.9,2,4,False,3.56285714285714,3.55084745762712,2.408,4.95
105,415,yes,no,0,228.4,100,145.1,108,245.3,140,7.7,7,0,False,2.284,1.34351851851852,1.75214285714286,1.1
157,510,no,no,0,168.6,71,205.1,48,175.8,88,5.9,2,3,False,2.37464788732394,4.27291666666667,1.99772727272727,2.95
68,415,no,no,0,178.7,61,252.3,84,255.7,76,8.4,4,1,False,2.92950819672131,3.00357142857143,3.36447368421053,2.1
80,415,no,no,0,113.2,86,185.5,97,237.3,145,9.5,5,1,False,1.31627906976744,1.91237113402062,1.63655172413793,1.9
107,415,no,yes,38,204.2,57,205.9,92,286.5,80,8.3,4,0,False,3.58245614035088,2.23804347826087,3.58125,2.075
140,415,no,no,0,149.7,71,212.5,97,245.9,67,12.6,4,3,False,2.10845070422535,2.19072164948454,3.67014925373134,3.15
98,415,no,no,0,227.1,116,120.5,103,117,102,4.7,4,5,True,1.95775862068966,1.16990291262136,1.14705882352941,1.175
114,415,no,no,0,155.3,75,169.9,87,207,133,12.6,5,2,False,2.07066666666667,1.95287356321839,1.55639097744361,2.52
46,408,no,no,0,156.4,105,185.5,98,226.7,96,11.8,3,1,False,1.48952380952381,1.89285714285714,2.36145833333333,3.93333333333333
118,415,no,yes,42,148.7,105,167.3,105,270.6,105,10.4,7,0,False,1.41619047619048,1.59333333333333,2.57714285714286,1.48571428571429
37,510,no,no,0,271.7,112,155.1,96,199.5,97,6.6,4,3,False,2.42589285714286,1.615625,2.05670103092783,1.65
34,415,no,no,0,193.7,74,126.9,84,221.2,166,8.8,4,0,False,2.61756756756757,1.51071428571429,1.33253012048193,2.2
98,415,yes,yes,23,245.5,54,292.7,83,184,90,10.8,7,1,False,4.5462962962963,3.52650602409639,2.04444444444444,1.54285714285714
113,510,no,no,0,245.3,108,259.9,140,204.3,115,10.7,2,3,True,2.2712962962963,1.85642857142857,1.77652173913043,5.35
121,415,no,no,0,134.1,112,195.1,104,159.6,139,10.5,2,2,False,1.19732142857143,1.87596153846154,1.14820143884892,5.25
59,510,yes,yes,31,225,78,191.3,79,226.7,79,9.1,3,1,False,2.88461538461538,2.42151898734177,2.86962025316456,3.03333333333333
59,510,no,no,0,189.7,100,115.9,133,220.6,115,7.4,4,0,False,1.897,0.871428571428571,1.91826086956522,1.85
190,415,no,no,0,142.9,96,177.9,96,113.3,117,6.6,4,0,False,1.48854166666667,1.853125,0.968376068376068,1.65
109,415,no,no,0,175.6,80,238,94,198.4,103,10.2,6,1,False,2.195,2.53191489361702,1.92621359223301,1.7
136,415,no,no,0,92.4,109,219,115,212.6,80,12.9,4,2,False,0.847706422018349,1.90434782608696,2.6575,3.225
86,510,no,no,0,92.8,92,159.6,87,148.7,115,8.8,5,1,False,1.00869565217391,1.83448275862069,1.29304347826087,1.76
100,415,no,yes,27,221.7,100,236.1,70,192.7,91,8,4,0,False,2.217,3.37285714285714,2.11758241758242,2
106,510,no,no,0,159.6,94,276.8,118,223.5,65,8.8,3,0,False,1.69787234042553,2.34576271186441,3.43846153846154,2.93333333333333
104,415,no,no,0,144.5,107,180.5,85,226,94,17,6,2,False,1.35046728971963,2.12352941176471,2.40425531914894,2.83333333333333
205,510,no,no,0,49.9,123,150.7,81,188.2,67,10.1,4,2,False,0.405691056910569,1.86049382716049,2.8089552238806,2.525
93,415,no,yes,32,116.9,120,232.4,97,127.7,112,11,9,0,False,0.974166666666667,2.39587628865979,1.14017857142857,1.22222222222222
123,415,no,no,0,150,98,89.8,95,326,91,11.1,3,3,False,1.53061224489796,0.945263157894737,3.58241758241758,3.7
99,415,no,no,0,254.4,120,159.3,92,264.4,94,6,5,1,False,2.12,1.73152173913043,2.81276595744681,1.2
71,415,no,no,0,207,112,173.8,96,178.4,61,12.1,3,1,False,1.84821428571429,1.81041666666667,2.92459016393443,4.03333333333333
4,510,yes,no,0,145.3,89,303.8,93,206.1,82,8.9,4,0,False,1.63258426966292,3.26666666666667,2.51341463414634,2.225
148,408,no,yes,25,230.7,102,233.8,109,215.8,90,13.5,2,3,False,2.26176470588235,2.14495412844037,2.39777777777778,6.75
141,415,no,no,0,151.5,104,242.2,114,304.2,109,10.8,2,1,False,1.45673076923077,2.12456140350877,2.79082568807339,5.4
160,415,no,no,0,256,111,187.4,61,119.1,81,11.5,4,3,False,2.30630630630631,3.07213114754098,1.47037037037037,2.875
42,415,no,no,0,150.7,52,246.7,96,103.8,118,7,4,2,False,2.89807692307692,2.56979166666667,0.879661016949153,1.75
106,415,no,no,0,212.9,110,187,69,128.1,71,6.3,3,3,False,1.93545454545455,2.71014492753623,1.80422535211268,2.1
83,415,no,yes,30,272.5,105,253,83,180.8,123,8.7,6,3,False,2.5952380952381,3.04819277108434,1.46991869918699,1.45
110,415,no,no,0,135.1,109,205.2,99,166.3,119,11.7,4,1,False,1.2394495412844,2.07272727272727,1.39747899159664,2.925
153,408,no,no,0,154.6,56,263,84,367.7,89,15.5,2,1,False,2.76071428571429,3.13095238095238,4.1314606741573,7.75
109,510,no,yes,35,230.5,116,265.8,130,269.7,69,10.6,6,5,False,1.98706896551724,2.04461538461538,3.90869565217391,1.76666666666667
31,510,no,no,0,165.4,84,203.7,107,201.7,65,8.2,1,1,False,1.96904761904762,1.90373831775701,3.10307692307692,8.2
110,415,no,no,0,271.1,108,237,122,239.9,122,9.8,5,2,True,2.51018518518519,1.94262295081967,1.96639344262295,1.96
124,415,no,no,0,253.5,104,117.9,123,248.5,104,14,2,0,False,2.4375,0.958536585365854,2.38942307692308,7
137,415,no,no,0,104.7,115,249.8,144,192.3,99,8.9,2,1,False,0.910434782608696,1.73472222222222,1.94242424242424,4.45
46,415,no,yes,34,191.4,102,361.8,96,147.5,132,7.2,2,1,False,1.87647058823529,3.76875,1.11742424242424,3.6
119,415,no,no,0,98.8,97,146.9,68,190.7,105,10,4,3,False,1.01855670103093,2.16029411764706,1.81619047619048,2.5
124,510,yes,no,0,157.8,71,203.2,114,168.7,82,10,2,3,True,2.22253521126761,1.78245614035088,2.05731707317073,5
139,415,no,no,0,181.6,119,335.7,118,149.8,64,8.3,6,4,False,1.52605042016807,2.84491525423729,2.340625,1.38333333333333
84,408,no,no,0,86,83,260.7,86,98.6,109,8.9,4,1,False,1.03614457831325,3.03139534883721,0.904587155963303,2.225
40,510,no,no,0,109.4,107,244.7,102,276.9,123,7.1,7,0,False,1.02242990654206,2.39901960784314,2.25121951219512,1.01428571428571
98,408,no,no,0,288.1,101,137.9,93,206.5,88,0,0,0,False,2.85247524752475,1.48279569892473,2.34659090909091,0
149,415,no,yes,20,264.4,102,219.6,123,200.4,89,11.3,3,2,False,2.5921568627451,1.78536585365854,2.25168539325843,3.76666666666667
22,408,no,no,0,207.7,116,210.6,99,238.2,88,9.6,5,0,False,1.79051724137931,2.12727272727273,2.70681818181818,1.92
176,415,no,no,0,169.5,151,112.9,84,56.6,99,8.7,4,0,False,1.12251655629139,1.34404761904762,0.571717171717172,2.175
152,415,no,no,0,141.5,102,263,94,207.1,113,3.4,4,2,False,1.38725490196078,2.79787234042553,1.83274336283186,0.85
118,408,no,no,0,154.8,71,244,73,159.6,81,12.8,4,0,False,2.18028169014085,3.34246575342466,1.97037037037037,3.2
102,408,no,no,0,273.2,85,211.1,82,203.7,129,13.1,7,2,True,3.21411764705882,2.57439024390244,1.57906976744186,1.87142857142857
118,408,no,no,0,224.6,94,225.9,120,269,105,12.5,8,2,False,2.38936170212766,1.8825,2.56190476190476,1.5625
153,510,no,no,0,159.5,103,275.5,90,176.7,126,10.1,2,1,True,1.54854368932039,3.06111111111111,1.40238095238095,5.05
71,415,no,yes,31,115.4,90,217.4,78,239.9,102,13.1,4,1,False,1.28222222222222,2.78717948717949,2.35196078431373,3.275
66,415,no,no,0,116.4,98,95.6,74,181.5,94,10.5,3,3,False,1.18775510204082,1.29189189189189,1.93085106382979,3.5
74,415,no,no,0,262.3,114,198.9,96,165.9,90,6.6,5,3,False,2.30087719298246,2.071875,1.84333333333333,1.32
85,510,no,no,0,183.4,111,168.8,98,199.7,97,9.9,4,4,False,1.65225225225225,1.72244897959184,2.05876288659794,2.475
100,415,no,no,0,191.9,95,200.9,101,271.9,74,18.2,3,1,False,2.02,1.98910891089109,3.67432432432432,6.06666666666667
114,415,no,no,0,187.8,109,154.6,97,213.9,102,10.1,3,2,False,1.72293577981651,1.59381443298969,2.09705882352941,3.36666666666667
83,510,no,no,0,259.7,106,152.7,116,224.7,92,10.2,2,0,False,2.45,1.31637931034483,2.44239130434783,5.1
157,415,yes,no,0,180.4,123,194,98,227.3,88,8.4,5,0,False,1.46666666666667,1.97959183673469,2.58295454545455,1.68
42,415,no,no,0,303.9,106,232.2,54,147.1,76,5.8,3,1,True,2.86698113207547,4.3,1.93552631578947,1.93333333333333
101,415,no,yes,36,123.7,125,172.6,106,280.5,127,8.8,4,1,True,0.9896,1.62830188679245,2.20866141732283,2.2
56,510,no,no,0,164.3,92,233.7,107,187.3,104,11.8,1,2,False,1.78586956521739,2.18411214953271,1.80096153846154,11.8
53,408,no,no,0,228.6,117,132.8,123,227.2,124,10.1,2,9,True,1.95384615384615,1.07967479674797,1.83225806451613,5.05
64,415,no,yes,22,200.4,80,131.1,84,230.7,67,7.6,5,1,False,2.505,1.56071428571429,3.44328358208955,1.52
123,408,no,no,0,154.3,107,183,111,54,134,10.9,8,0,False,1.44205607476636,1.64864864864865,0.402985074626866,1.3625
68,510,no,yes,30,122.9,93,233.5,91,199.5,144,9.6,2,2,False,1.32150537634409,2.56593406593407,1.38541666666667,4.8
120,408,yes,no,0,202,123,184.3,78,176,89,7.4,2,2,True,1.64227642276423,2.36282051282051,1.97752808988764,3.7
108,408,no,yes,32,209.5,108,109.6,64,189.7,145,9.1,6,6,True,1.93981481481481,1.7125,1.30827586206897,1.51666666666667
130,415,no,no,0,212.8,102,189.8,137,170.1,105,10.6,4,0,True,2.08627450980392,1.38540145985401,1.62,2.65
90,510,no,no,0,125.4,158,269.1,83,238.6,103,11,7,1,False,0.793670886075949,3.2421686746988,2.31650485436893,1.57142857142857
139,415,no,yes,25,138.3,96,80.6,79,163.7,83,8.3,8,0,False,1.440625,1.02025316455696,1.97228915662651,1.0375
128,510,no,no,0,199.3,86,194.8,102,298.2,82,14.3,2,4,False,2.31744186046512,1.90980392156863,3.63658536585366,7.15
177,408,no,no,0,175.4,99,155.3,83,179.4,86,11.5,3,1,False,1.77171717171717,1.8710843373494,2.08604651162791,3.83333333333333
121,415,no,no,0,179.4,70,143,93,116.3,113,11.2,5,1,False,2.56285714285714,1.53763440860215,1.02920353982301,2.24
99,510,yes,yes,39,126.8,94,293.6,115,174.1,91,8.4,4,0,False,1.34893617021277,2.55304347826087,1.91318681318681,2.1
